,Set,Interview,Page,Block,Speaker,Text,Time_Mark
2097,April 22,Interview 26,172,2,Interviewee,"So my water comes from the municipal treatment plant that dispenses it you know, in the truck, picks it ",3
2098,April 22,Interview 26,172,2,Interviewee,"up, delivers it to my house, I have a 500 or 800 gallon water tank attached to my house. ",4
2111,April 22,Interview 26,172,2,Interviewer,How does that work for you? ,5
2099,April 22,Interview 26,172,2,Interviewee,"It's okay the water is not very clear. It has a filter in the utility room where the thing is, and actually I ",6
2100,April 22,Interview 26,172,2,Interviewee,"went to change that after a year, after two years of living there and saw there was no filter in there. ",7
2101,April 22,Interview 26,172,2,Interviewee,"Right. And then we’d also been filtering it with our refrigerator filter. Which seems to filter out most of, I ",8
2102,April 22,Interview 26,172,2,Interviewee,think we bought one that filters out benzene. Gotta change it more often. And then we have a like one ,9
2103,April 22,Interview 26,172,2,Interviewee,next to the sink and you pour water into the top and flows very slowly and so water comes out the ,10
2104,April 22,Interview 26,172,2,Interviewee,bottom. And then that has to be changed pretty frequently also.  ,11
2112,April 22,Interview 26,172,2,Interviewer,Do you like that system?  ,12
2105,April 22,Interview 26,172,2,Interviewee,I like it when - I like my water to be clear. That's the only way it's gonna be [inaudible]. ,13
2113,April 22,Interview 26,172,2,Interviewer,"Yeah, so once it goes through all the things that you haven't gone through, it tastes okay? It smells ",14
2114,April 22,Interview 26,172,2,Interviewer,okay for you? ,15
2106,April 22,Interview 26,172,2,Interviewee,"Yeah, it's fine. If it doesn't, I mean, it'll develop quite a film on anything. The tub, the toilet, the ",16
2107,April 22,Interview 26,172,2,Interviewee,[inaudible] of our toilets. ,17
2115,April 22,Interview 26,172,2,Interviewer,"Okay, how’s that? ",18
2108,April 22,Interview 26,172,2,Interviewee,"Wouldn't flush. Very strong because a little tiny holes that spray the water to the bowl. Just, were not- ",19
2116,April 22,Interview 26,172,2,Interviewer,Clogged up. ,20
2127,April 22,Interview 26,173,1,Interviewee ,Clogged up. ,21
2128,April 22,Interview 26,173,1,Interviewer,"Okay. So everything is filtered that you're washing with, that you're cleaning dishes with, and that you're ",22
2129,April 22,Interview 26,173,1,Interviewer,drinking? ,23
2117,April 22,Interview 26,173,1,Interviewee,"Yeah. So there's a filter I put in the utility room that would account for the shower, and the dishes and ",24
2118,April 22,Interview 26,173,1,Interviewee,stuff like that. I don't know how good that is. But it's the standard filter. It still puts a film on stuff. So it's ,25
2119,April 22,Interview 26,173,1,Interviewee,not amazing. ,26
2130,April 22,Interview 26,173,1,Interviewer,And then there's the additional for when you’re drinking it. ,27
2120,April 22,Interview 26,173,1,Interviewee,"Then we do additional, yeah. ",28
2131,April 22,Interview 26,173,1,Interviewer,Okay. How often do you get it delivered? ,29
2121,April 22,Interview 26,173,1,Interviewee,Right now we do every two weeks I think ,30
2132,April 22,Interview 26,173,1,Interviewer,"Every two weeks and you said it's a 500, 800? ",31
2122,April 22,Interview 26,173,1,Interviewee,"I think it's five hundred. Five hundred, yeah. ",32
2133,April 22,Interview 26,173,1,Interviewer,Do you ever run out? ,33
2123,April 22,Interview 26,173,1,Interviewee,Only when we had to replace the toilet. When we flushed it. With the repair people flushed it like 1000 ,34
2124,April 22,Interview 26,173,1,Interviewee,"times and used up too much water. But other than that, no. We could do it every week. Most people do ",35
2125,April 22,Interview 26,173,1,Interviewee,it every week I think ,36
2134,April 22,Interview 26,173,1,Interviewer,"When things do break, so for instance, your toilet or anything else with your water system when things ",37
2135,April 22,Interview 26,173,1,Interviewer,"break, who can you call? ",38
2126,April 22,Interview 26,173,1,Interviewee,"So I’m a renter, I call my landlord. ",39
2148,April 22,Interview 26,174,1,Interviewer,"Okay, great. And they take care of it.  ",40
2136,April 22,Interview 26,174,1,Interviewee,Yeah. ,41
2149,April 22,Interview 26,174,1,Interviewer,Do you have any desire for piped water? Do you think that would be easier for ,42
2137,April 22,Interview 26,174,1,Interviewee,For what? ,43
2150,April 22,Interview 26,174,1,Interviewer,For piped water? Instead of them delivering it to you if it came just straight from the plant? ,44
2146,April 22,Interview 26,174,1,Interviewee ,"Yeah, I would be fine with that. Especially since it'd be the same water I think. I don’t think it would be ",45
2147,April 22,Interview 26,174,1,Interviewee ,cleaner or any more dirty. So there's no advantage to the current system. It's just it's like a stress. ,46
2151,April 22,Interview 26,174,1,Interviewer,Yeah. Yeah.  ,47
2138,April 22,Interview 26,174,1,Interviewee,You worry about running out of water. ,48
2152,April 22,Interview 26,174,1,Interviewer,"Right. Do you ever have issues of not, of like delays or not getting water? ",49
2139,April 22,Interview 26,174,1,Interviewee,"Yeah, that time that they used up all our water and you couldn’t get more water delivered and then our ",50
2140,April 22,Interview 26,174,1,Interviewee,"septic tank, which gets pumped out, you know, in some synchronous fashion with the water being ",51
2141,April 22,Interview 26,174,1,Interviewee,"delivered, right? was frozen a couple of times in a row so then they couldn’t deliver water. So that was ",52
2142,April 22,Interview 26,174,1,Interviewee,actually like the most one of the most unpleasant two weeks of my two years here. That was probably ,53
2143,April 22,Interview 26,174,1,Interviewee,"the only time we you know, bickered about utilities. Right. [inaudible] during that whole, you couldn’t ",54
2144,April 22,Interview 26,174,1,Interviewee,"take a shower, it was a mess. ",55
2153,April 22,Interview 26,174,1,Interviewer,"Yeah, that's really stressful. ",56
2145,April 22,Interview 26,174,1,Interviewee,"Not really stressful. There's many more stresses, but ",57
2161,April 22,Interview 26,175,1,Interviewer,It’s an inconvenience. ,58
2154,April 22,Interview 26,175,1,Interviewee,It's an inconvenience. ,59
2162,April 22,Interview 26,175,1,Interviewer,"Yeah, that’s accurate, okay. Affordability wise, is it, how so you said its -  ",60
2155,April 22,Interview 26,175,1,Interviewee,It’s our most expensive utility.  ,61
2163,April 22,Interview 26,175,1,Interviewer,Okay.  ,62
2156,April 22,Interview 26,175,1,Interviewee,"I think when we were doing, I think we do it two weeks, two times a week now, when it was more ",63
2157,April 22,Interview 26,175,1,Interviewee,frequent. I think it was $400 a month.  ,64
2164,April 22,Interview 26,175,1,Interviewer,"Mm, that’s a lot of money. ",65
2158,April 22,Interview 26,175,1,Interviewee,Yeah. ,66
2165,April 22,Interview 26,175,1,Interviewer,How many people in your house? Two of you? ,67
2159,April 22,Interview 26,175,1,Interviewee,"Two of us, that’s how we’re able to really cut it back.  ",68
2166,April 22,Interview 26,175,1,Interviewer,Yeah.  ,69
2160,April 22,Interview 26,175,1,Interviewee,"And then when I was traveling to villages, it was better. But now, we got to be super careful.  ",70
2167,April 22,Interview 26,175,1,Interviewer,Sure.  ,71
2168,April 22,Interview 26,175,1,Interviewer,So can you tell me about your experiences with water when you were in the villages? ,72
2169,April 22,Interview 26,176,1,Interviewee,"So in the villages [REDACTED], water is almost always delivered. There's a tank the clinic has ",73
2170,April 22,Interview 26,176,1,Interviewee,"sometimes two tanks, one for the front of the house, which one's the [REDACTED], and one for the ",74
2171,April 22,Interview 26,176,1,Interviewee,"back, which sometimes has living quarters for the [REDACTED]. And about 30% of the time 20 to 30% ",75
2172,April 22,Interview 26,176,1,Interviewee,"of time, showers were not an option, either, not for the whole trip or not for part of the trip. And ",76
2173,April 22,Interview 26,176,1,Interviewee,"frequently, it would break at least for some period of time. [REDACTED], where you could not wash ",77
2174,April 22,Interview 26,176,1,Interviewee,"your hands in the bathroom, you had to like, go to the jug they had, ladle it out of a, you know, 500 ",78
2175,April 22,Interview 26,176,1,Interviewee,"gallon drum and take it somewhere to wash your hands. You know, when you use other methods to ",79
2176,April 22,Interview 26,176,1,Interviewee,"wash your hands? Frequently it was, especially in the winter, it would not work. ",80
2183,April 22,Interview 26,176,1,Interviewer,So a lot more challenging than in [inaudible] ,81
2177,April 22,Interview 26,176,1,Interviewee,[inaudible] And then the majority of my patients in the villages do not have running water. [REDACTED] ,82
2184,April 22,Interview 26,176,1,Interviewer,"Gotcha, okay, that’s helpful. So if you could change one thing, whether it's about your water system or ",83
2185,April 22,Interview 26,176,1,Interviewer,"the villages’, what would you change? ",84
2178,April 22,Interview 26,176,1,Interviewee,I would make it so more people had a water delivery system that allowed you to bathe.  ,85
2186,April 22,Interview 26,176,1,Interviewer,Yeah. ,86
2179,April 22,Interview 26,176,1,Interviewee,Adequate water to bathe. ,87
2187,April 22,Interview 26,176,1,Interviewer,It feels so basic but ,88
2180,April 22,Interview 26,176,1,Interviewee,"Yeah, that's really huge for health. ",89
2188,April 22,Interview 26,176,1,Interviewer,Yeah.  ,90
2181,April 22,Interview 26,176,1,Interviewee,"Yeah. So the bathing system, here customarily is the [inaudible; likely “steam row”]. And that is not ",91
2182,April 22,Interview 26,176,1,Interviewee,"does not prevent infection in my experience, like regular showers. ",92
2189,April 22,Interview 26,176,1,Interviewer,"Yeah. Okay, let me check my list and make sure I didn't forget anything. ",93
2200,April 22,Interview 27 ,177,3,Interviewer,[REDACTED; Introduction] ,1
2201,April 22,Interview 27 ,177,3,Interviewer,And so how do you get your water at home?  ,2
2190,April 22,Interview 27 ,177,3,Interviewee,We’re delivery. ,3
2202,April 22,Interview 27 ,177,3,Interviewer,Delivery? Okay. All right. And do you like that? ,4
2191,April 22,Interview 27 ,177,3,Interviewee,"It's okay, I mean, you know, you get used to it, you live here, you get used to it. When I was first here. I ",5
2192,April 22,Interview 27 ,177,3,Interviewee,had a honey bucket  ,6
2203,April 22,Interview 27 ,177,3,Interviewer,Okay.  ,7
2193,April 22,Interview 27 ,177,3,Interviewee,Which was quite the experience  ,8
2204,April 22,Interview 27 ,177,3,Interviewer,Yeah  ,9
2194,April 22,Interview 27 ,177,3,Interviewee,[REDACTED] ,10
2205,April 22,Interview 27 ,177,3,Interviewer,Sure ,11
2195,April 22,Interview 27 ,177,3,Interviewee,But I still explained too that we're still on piped water I mean running well you got to come and get our ,12
2196,April 22,Interview 27 ,177,3,Interviewee,"water delivery and all that, they still like, “It’s 2022.” ",13
2206,April 22,Interview 27 ,177,3,Interviewer,Yeah ,14
2197,April 22,Interview 27 ,177,3,Interviewee,[inaudible] but this is what we’re doing. but um you know for the most part we've we really haven't had ,15
2198,April 22,Interview 27 ,177,3,Interviewee,any [inaudible] every now and then our sewer tank will freeze up. And we've had troubles with that we ,16
2199,April 22,Interview 27 ,177,3,Interviewee,"don't have them come back the next day [inaudible] but you know other than that it's been okay, we've ",17
2207,April 22,Interview 27 ,178,1,Interviewee,"got some pretty elaborate filter systems on our water system at the house there, so the water that ",18
2208,April 22,Interview 27 ,178,1,Interviewee,comes out of the sink is like on its third filter by the time it gets to the kitchen sink so ,19
2228,April 22,Interview 27 ,178,1,Interviewer,"Cool. So I’m gonna ask about both of those things a little bit. So the sewer, so when it does freeze up, ",20
2229,April 22,Interview 27 ,178,1,Interviewer,What do you need to do? Are you able to kind of take care of it? Do you need someone to come help ,21
2230,April 22,Interview 27 ,178,1,Interviewer,you with it?  ,22
2209,April 22,Interview 27 ,178,1,Interviewee,"No, we pretty much take care of it ourselves. We now have up to [inaudible] a system for it. We plug ",23
2210,April 22,Interview 27 ,178,1,Interviewee,that in usually a day or two before our system is time for us to get evacuated. So it's pretty thawed out ,24
2211,April 22,Interview 27 ,178,1,Interviewee,by. And then a couple of times we've kind of gone over paid attention to it and or it had gotten you back ,25
2212,April 22,Interview 27 ,178,1,Interviewee,"in completely the first time and that's kind of messy. But you know we see that right away like stop, no ",26
2213,April 22,Interview 27 ,178,1,Interviewee,more running water and you know the city has that [REDACTED] that you know your super tank. I think ,27
2214,April 22,Interview 27 ,178,1,Interviewee,"it's like either 200 or 500 gallons bigger than water tank which is a good idea. Yeah, I think at first I ",28
2215,April 22,Interview 27 ,178,1,Interviewee,don't think we did because I remember we had to redo our feedback tank because it wasn't quite big ,29
2216,April 22,Interview 27 ,178,1,Interviewee,"enough and we've gotten a bigger water tank in the meantime because family grew and so yeah, but ",30
2217,April 22,Interview 27 ,178,1,Interviewee,it's not easy kind of thawing out your sewer tank you know when you don't have a heat system on it but ,31
2218,April 22,Interview 27 ,178,1,Interviewee,now it's a lot easier so. ,32
2231,April 22,Interview 27 ,178,1,Interviewer,Now you flip the switch as long as you remember to do it the day or two before ,33
2219,April 22,Interview 27 ,178,1,Interviewee,"Yep, yep that’s usually what we do. Especially you know the temps are way below zero so yeah a ",34
2220,April 22,Interview 27 ,178,1,Interviewee,couple of weeks because we're once a month now since we’re only my husband and I just have three ,35
2221,April 22,Interview 27 ,178,1,Interviewee,"dogs, we are kind of empty nesters and nobody else, but yeah. ",36
2232,April 22,Interview 27 ,178,1,Interviewer,"Okay, and from the city side when they come to you know either evacuate or drop off water how does ",37
2233,April 22,Interview 27 ,178,1,Interviewer,that work? Do you ever have any challenges with that especially in different weather? ,38
2222,April 22,Interview 27 ,178,1,Interviewee,"Yes, they ran right into our garage, put a big dent in the garage, and kind of tore the wall down a little ",39
2223,April 22,Interview 27 ,178,1,Interviewee,bit the city was okay with it. And then one other time I was at school and my husband calls me and ,40
2224,April 22,Interview 27 ,178,1,Interviewee,"goes you need to come home right now. I’m like, what happened? One of the guys had I guess hit the ",41
2225,April 22,Interview 27 ,178,1,Interviewee,reverse thing and sewer came up through the toilets and all our water faucets and [REDACTED]. So ,42
2226,April 22,Interview 27 ,178,1,Interviewee,they kinda compensated us a little bit to help with that because I took the rest day off to clean ,43
2227,April 22,Interview 27 ,178,1,Interviewee,everything up. It was pretty gross. So Yeah. That does happen. ,44
2234,April 22,Interview 27 ,178,1,Interviewer,"Right. Yeah, okay, okay. ",45
2235,April 22,Interview 27 ,179,1,Interviewee,I mean so now when it's water day I kind of put the plugs on the tanks and put the toilet seats down but ,46
2236,April 22,Interview 27 ,179,1,Interviewee,it probably would still blow your seat off if they reversed and  ,47
2252,April 22,Interview 27 ,179,1,Interviewer,"Yeah, those are powerful hoses  ",48
2237,April 22,Interview 27 ,179,1,Interviewee,"I think it’s probably a little bit safer if it happens again. Good. Yeah, we've had some experiences. But ",49
2238,April 22,Interview 27 ,179,1,Interviewee,it’s home. ,50
2253,April 22,Interview 27 ,179,1,Interviewer,"And so your water filters that you have so, so the water gets delivered into your tank and then it goes ",51
2254,April 22,Interview 27 ,179,1,Interviewer,through these filters. And that's the what you're using for drinking for- ,52
2239,April 22,Interview 27 ,179,1,Interviewee,For bathing and all that. We have a filter system right there like that. Because we have our water tank ,53
2240,April 22,Interview 27 ,179,1,Interviewee,outside. Because we have a bigger one. And comes in through the outside goes down around that ,54
2241,April 22,Interview 27 ,179,1,Interviewee,water heater and around the water tank there. We have a filter system right there and then also at the ,55
2242,April 22,Interview 27 ,179,1,Interviewee,kitchen sink. We have a filter system and then also on the refrigerator. A water one. [inaudible] ,56
2255,April 22,Interview 27 ,179,1,Interviewer,Cool so the water you’re drinking is a little bit extra ,57
2243,April 22,Interview 27 ,179,1,Interviewee,"[inaudible] Yeah, we could ask them to please eat or drink from the refrigerator or from the sink, and for ",58
2244,April 22,Interview 27 ,179,1,Interviewee,"bathroom water, it's okay, but not the greatest. ",59
2256,April 22,Interview 27 ,179,1,Interviewer,"And how do you like that? Taste wise, smell wise? Aesthetics? ",60
2245,April 22,Interview 27 ,179,1,Interviewee,"You know, everybody says, first come in I kind of warn people, I say, I don't know if it's true or not. You ",61
2246,April 22,Interview 27 ,179,1,Interviewee,"know, you get that [REDACTED] pride first couple times of drinking the water and all. I don't know. I ",62
2247,April 22,Interview 27 ,179,1,Interviewee,"don't notice anything. Maybe I've been here too long. You know, I don't know. My husband drinks really ",63
2248,April 22,Interview 27 ,179,1,Interviewee,"filtered, well he gets the water from [REDACTED] guys. I'm accustomed to it. I make my juice out of it. I ",64
2249,April 22,Interview 27 ,179,1,Interviewee,make my iced tea. So I'm okay.  ,65
2257,April 22,Interview 27 ,179,1,Interviewer,"Yeah, your body adapts over time. ",66
2250,April 22,Interview 27 ,179,1,Interviewee,"[REDACTED] So sometimes I am careful though, when, depending on where, where some of the water ",67
2251,April 22,Interview 27 ,179,1,Interviewee,was coming from. ,68
2272,April 22,Interview 27 ,180,1,Interviewer,"Sure. When, when you're going places in town or in the area? ",69
2258,April 22,Interview 27 ,180,1,Interviewee,[REDACTED].  ,70
2273,April 22,Interview 27 ,180,1,Interviewer,Yeah. Yeah ,71
2259,April 22,Interview 27 ,180,1,Interviewee,You’ve got a point. Our waters good! ,72
2274,April 22,Interview 27 ,180,1,Interviewer,Yeah. Have you ever been on piped water in [REDACTED]? Have you always had that hauled?  ,73
2260,April 22,Interview 27 ,180,1,Interviewee,Always had it. ,74
2275,April 22,Interview 27 ,180,1,Interviewer,Always. Except for what the very beginning when you had a honey bucket. ,75
2261,April 22,Interview 27 ,180,1,Interviewee,"Yeah, yeah. That was interesting. ",76
2276,April 22,Interview 27 ,180,1,Interviewer,Yeah. If you could change anything about your system would you? ,77
2262,April 22,Interview 27 ,180,1,Interviewee,"I wouldn't mind having the piped. I think it would probably be a lot better. But yeah, I don't know if they ",78
2263,April 22,Interview 27 ,180,1,Interviewee,could ever do that with everybody here in [REDACTED]…right up by the sewer lagoon. Sometimes on ,79
2264,April 22,Interview 27 ,180,1,Interviewee,"you know, the south wind would blow we had to close the windows because it got a little, you know you ",80
2265,April 22,Interview 27 ,180,1,Interviewee,didn’t want to have the windows opened during then and got pretty hot there sometimes. We didn't ,81
2266,April 22,Interview 27 ,180,1,Interviewee,"have air conditioning either. Okay, sometimes I said yes. Used to smell like opening my windows. Yes. ",82
2267,April 22,Interview 27 ,180,1,Interviewee,So.  ,83
2277,April 22,Interview 27 ,180,1,Interviewer,Yeah.  ,84
2268,April 22,Interview 27 ,180,1,Interviewee,"And just yeah. And you know for the most part, all our delivery guys have been just honest. I can’t ",85
2269,April 22,Interview 27 ,180,1,Interviewee,"complain about, except the one that kind of ran into the garage, you know, an old tank like that. I mean, ",86
2270,April 22,Interview 27 ,180,1,Interviewee,"you know, I’d probably keep running into all everything. You know, we have we put cones out now. You ",87
2271,April 22,Interview 27 ,180,1,Interviewee,"know, so they can see where the porch? I don't know, how they do it with it being so dark and all that ",88
2278,April 22,Interview 27 ,181,1,Interviewee,"and I'm just like, You guys are darn good drivers, because I could never back that thing up into our ",89
2279,April 22,Interview 27 ,181,1,Interviewee,driveway. ,90
2289,April 22,Interview 27 ,181,1,Interviewer,"Yeah, yeah, we've kind of watched a few of them here actually, in the place we're staying. They were ",91
2290,April 22,Interview 27 ,181,1,Interviewer,delivering water yesterday. We were sitting out on the front porch watching them. ,92
2280,April 22,Interview 27 ,181,1,Interviewee,"Oh yeah, you have to! It’s quite an experience for people that don’t understand it. ",93
2291,April 22,Interview 27 ,181,1,Interviewer,"It was really, it was nice, absolutely. And these drivers are impressive.  ",94
2281,April 22,Interview 27 ,181,1,Interviewee,"Yeah. Yeah. Well, in the hours that they put in and the over, and I mean, you know, and people start ",95
2282,April 22,Interview 27 ,181,1,Interviewee,"[REDACTED] complaining and I’m like, you guys, give em a break.  ",96
2292,April 22,Interview 27 ,181,1,Interviewer,Yeah ,97
2283,April 22,Interview 27 ,181,1,Interviewee,"They're working long hours. And you know, I understand it. [REDACTED].  ",98
2293,April 22,Interview 27 ,181,1,Interviewer,Yeah.  ,99
2284,April 22,Interview 27 ,181,1,Interviewee,"And usually that happens sometimes, you know, more times, and we'll get there as soon as we can. I’m ",100
2285,April 22,Interview 27 ,181,1,Interviewee,"like, Okay, super. I make sure I pretty much [inaudible] what I have to call it. We’ll be there at six ",101
2286,April 22,Interview 27 ,181,1,Interviewee,"o'clock. Okay, thanks guys! ",102
2294,April 22,Interview 27 ,181,1,Interviewer,"Do you ever have any, like, special challenges that the with the [REDACTED] and water and getting ",103
2295,April 22,Interview 27 ,181,1,Interviewer,water out to them and anything different from your home? Is it kind of the same deal? ,104
2287,April 22,Interview 27 ,181,1,Interviewee,"Yeah, kind of about the same? [REDACTED]  ",105
2296,April 22,Interview 27 ,181,1,Interviewer,Wonderful. It’s wonderful. It sounds busy! ,106
2288,April 22,Interview 27 ,181,1,Interviewee,[REDACTED] ,107
2317,April 22,Interview 27 ,182,1,Interviewer,"Affordability wise, does it feel reasonable? You said you’re serviced every two weeks now? [inaudible] ",108
2297,April 22,Interview 27 ,182,1,Interviewee,"Here in [REDACTED] we’re once a month. Just because, you know, we kind of became empty nesters ",109
2298,April 22,Interview 27 ,182,1,Interviewee,"we didn't want to, you know, but when we first were building the house, the family and all that I told my ",110
2299,April 22,Interview 27 ,182,1,Interviewee,"husband, we're having water every week. I can handle everything in [REDACTED], but not when ",111
2300,April 22,Interview 27 ,182,1,Interviewee,running out of water. So I said that’s the one thing we will not put up with. ,112
2318,April 22,Interview 27 ,182,1,Interviewer,Right ,113
2301,April 22,Interview 27 ,182,1,Interviewee,"The water for the kids, or for laundry. But for the most part we were okay with it doing it once a week ",114
2302,April 22,Interview 27 ,182,1,Interviewee,"but now I mean once a month, but my daughter and grandson are here so I'm kind of a little nervous, if ",115
2303,April 22,Interview 27 ,182,1,Interviewee,"we’ll make it to once a month but yeah, like I said the guys in the cities are real good about you know, if ",116
2304,April 22,Interview 27 ,182,1,Interviewee,"we need another fill up, then fill it up and evac. Really good about that for the most part. ",117
2319,April 22,Interview 27 ,182,1,Interviewer,Yeah. ,118
2305,April 22,Interview 27 ,182,1,Interviewee,They are some awesome drivers. [inaudible] you know sometimes when you get towards the end of the ,119
2306,April 22,Interview 27 ,182,1,Interviewee,"tank. Yeah, the water sometimes in the bathtub are just a little dingier you know its like, yeah I don’t ",120
2307,April 22,Interview 27 ,182,1,Interviewee,"know if I want to take a bath in there. Oh, wait till the next day after they bring water, sometimes I wait a ",121
2308,April 22,Interview 27 ,182,1,Interviewee,"couple hours too for it to settle. You know, I don't do laundry on water days. It just [inaudible] I don't ",122
2309,April 22,Interview 27 ,182,1,Interviewee,know if it's my imagination or if it really does happen. But yeah it seems like it stirs the tank up and ,123
2310,April 22,Interview 27 ,182,1,Interviewee,"when we were moving our tank from inside to outside, the new tank when we pulled that thing out. I ",124
2311,April 22,Interview 27 ,182,1,Interviewee,"looked inside our old tank, and I was [inaudible] We were drinking water from this thing? My husband ",125
2312,April 22,Interview 27 ,182,1,Interviewee,"goes, Uh, yeah. Can we you know thoroughly empty the tank sometime and wash it? Rust, oh it was ",126
2313,April 22,Interview 27 ,182,1,Interviewee,awful I couldn’t believe how yucky it was. Never thought of that in all of the years I lived here. ,127
2320,April 22,Interview 27 ,182,1,Interviewer,Right? You think you get clean water?  ,128
2314,April 22,Interview 27 ,182,1,Interviewee,"Yeah, well, yeah. And didn’t even think about cleaning that tank out with everything else. No, we kind of ",129
2315,April 22,Interview 27 ,182,1,Interviewee,got on board with some other people. Cleaning out the tanks a little bit more. [inaudible] what do you ,130
2316,April 22,Interview 27 ,182,1,Interviewee,call that? Thinking of the hoses… ,131
2321,April 22,Interview 27 ,182,1,Interviewer,Power washing? ,132
2322,April 22,Interview 27 ,183,1,Interviewee,Yes power washing. [inaudible] ,133
2330,April 22,Interview 27 ,183,1,Interviewer,"That's one of the things I was going to ask is, you know, once the water is to you, and it's kind of in your ",134
2331,April 22,Interview 27 ,183,1,Interviewer,"system in your home, is there anything that you need to do especially other than, you know, with the ",135
2332,April 22,Interview 27 ,183,1,Interviewer,"sewer, turning it on, turning the heat on? ",136
2323,April 22,Interview 27 ,183,1,Interviewee,"Nope, just the other thing we have to keep up with though was making sure you know, we change out ",137
2324,April 22,Interview 27 ,183,1,Interviewee,the filters.  ,138
2333,April 22,Interview 27 ,183,1,Interviewer,"Filters, sure yeah. ",139
2325,April 22,Interview 27 ,183,1,Interviewee,"The lights come on to indicate that they are pretty plumb full of dirt. Yeah, we do that. That's one thing ",140
2326,April 22,Interview 27 ,183,1,Interviewee,"[inaudible] And then we also make sure you know, wintertime, they often ask us to make sure that ",141
2327,April 22,Interview 27 ,183,1,Interviewee,"getting into the water tank is cleared out. So I'll shovel that out sometimes, or we'll plow it out, you ",142
2328,April 22,Interview 27 ,183,1,Interviewee,"know, around the back tank, so they can get up there and make life a little bit easier for them. And I ",143
2329,April 22,Interview 27 ,183,1,Interviewee,sometimes have to make sure to clean up the [REDACTED]. ,144
2334,April 22,Interview 27 ,183,1,Interviewer,"It’s someone you want to keep on your good side. Yep. Well, are there any questions you have for me? ",145
2335,April 22,Interview 27 ,183,1,Interviewer,Or is there anything I didn't ask you that you want to talk about?  ,146
2364,April 22,Interview 28 ,184,2,Interviewer ,[REDACTED; Introduction] ,1
2360,April 22,Interview 28 ,184,2,Interviewer,"Sweet. So can you tell me about your water situation here? Do you have the, kind of how do you get ",2
2361,April 22,Interview 28 ,184,2,Interviewer,your water here? ,3
2336,April 22,Interview 28 ,184,2,Interviewee,"Yeah, so I'm on the city hauled water. So I have two 300 gallon plastic storage tanks that are inside my ",4
2337,April 22,Interview 28 ,184,2,Interviewee,"house that are inside my apartment, not outside with just a big pipe that goes to the outside, that the ",5
2338,April 22,Interview 28 ,184,2,Interviewee,"city comes and fills for me. And you can sign up for, like up to twice a week, I think. But I'm on every ",6
2339,April 22,Interview 28 ,184,2,Interviewee,"other week, I get it filled. And I'm pretty rarely below a third of my tank [inaudible] It’s a flat fee, it ",7
2340,April 22,Interview 28 ,184,2,Interviewee,"doesn't matter how much they fill it. It's just you know, one gallon or 600 gallons. It's the same price. It's ",8
2341,April 22,Interview 28 ,184,2,Interviewee,"just how frequently they come to fill it that you pay for. And I use it for everything, for showering, ",9
2342,April 22,Interview 28 ,184,2,Interviewee,"cooking, cleaning, normal house stuff. I don't have, like I don’t think anyone really has like outdoor ",10
2343,April 22,Interview 28 ,184,2,Interviewee,"water [inaudible] It's all just rain and [inaudible], because it's expensive and not a freely available ",11
2344,April 22,Interview 28 ,184,2,Interviewee,commodity most places. ,12
2362,April 22,Interview 28 ,184,2,Interviewer,"What was that, you were telling me about how it works in your apartment? ",13
2345,April 22,Interview 28 ,184,2,Interviewee,"Yeah, so big water hoppers filled from the outside. They know it's full by an overflow valve. So when it ",14
2346,April 22,Interview 28 ,184,2,Interviewee,"just starts coming back out of the apartment, they turn off the flow. And I have a little electric motor with ",15
2347,April 22,Interview 28 ,184,2,Interviewee,"the priming tank that, once the priming tank, the pressurized priming tank starts to fall off on pressure, it ",16
2348,April 22,Interview 28 ,184,2,Interviewee,notices and the electric motor repressurizes it with water from the storage tank. ,17
2363,April 22,Interview 28 ,184,2,Interviewer,Okay. How does that work for you? Do you have challenges with it at times? ,18
2349,April 22,Interview 28 ,184,2,Interviewee,"Yeah, I don't run out which is nice. I'm very lucky in that I don't feel like I have to ration very carefully ",19
2350,April 22,Interview 28 ,184,2,Interviewee,"then, and that I can afford to pay for haul service. I don't have to. I don't pay attention to how much I ",20
2351,April 22,Interview 28 ,184,2,Interviewee,"lose which is something that a lot of people, in this community, I think do. More mindful than I was in ",21
2352,April 22,Interview 28 ,184,2,Interviewee,"the Lower 48 I guess. But nah, I don’t really ration. My electric pump gives out about four times a week ",22
2353,April 22,Interview 28 ,184,2,Interviewee,"or which is only really annoying if you're doing laundry or in the shower. You just, you know, walk out ",23
2354,April 22,Interview 28 ,184,2,Interviewee,and fiddle with a little lever and that works. That's probably more my landlord just not wanting to fix it ,24
2355,April 22,Interview 28 ,184,2,Interviewee,than a systems problem. I’m sure if you just replaced the pump it’d be fine. The pressure’s pretty good. ,25
2356,April 22,Interview 28 ,184,2,Interviewee,"Pretty normal water heater like I head down south, except for that issue, it works pretty well it seems. ",26
2357,April 22,Interview 28 ,184,2,Interviewee,"The city, sometimes it's delayed but never more than a day or two at the most, and that’s usually like ",27
2358,April 22,Interview 28 ,184,2,Interviewee,"you know, winter, COVID call outs and all that. So they, I feel like they do a pretty good job of being on ",28
2359,April 22,Interview 28 ,184,2,Interviewee,time with the deliveries. Works okay for me. ,29
2389,April 22,Interview 28 ,185,1,Interviewer,You said you'd been here about [REDACTED]? ,30
2365,April 22,Interview 28 ,185,1,Interviewee,[REDACTED] ,31
